Chapeau!,d,"At 6:15 on a Monday evening, every table at Chapeau was filled and Philippe Gardelle, always a crowd favorite, was running around like the grand host he is. A la carte pricing is available, but most people opt for the fixed-price menus with loads of options.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181832&year=2012,2,2,2,3,2,2,4,French,sf
Chez Panisse,d,"Other celebrity chefs fill their time by opening more restaurants, but Waters follows a more political agenda to get people to eat better by starting gardens in schools and advocating for local ingredients.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181599&year=2012,2,2,2,3,2,2,5,Mediterranean,sf
Claudine,l,"Franck LeClerc basically owns Claude Lane, a block that contains an art gallery, hair salon and his three restaurants: Gitane, Cafe Claude and Claudine, the last of which is open weekdays and caters to the working crowd.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=609548&year=2012,2,2,2,2,2,2,3,Italian,sf
Coco500,l,"This SoMa restaurant was one of the earliest and still one of the best places to successfully blend cocktails and food. In 2005, chef-owner Loretta Keller converted her long-standing Bizou into this more contemporary restaurant that feels as modern today as it did then.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=216299&year=2012,2,2,2,2,2,2,4,Mediterranean,sf
Coi,d,"He gathers inspiration on daily trips to the farmers' market, creating a vegetable-based menu without the luxury ingredients that generally denote restaurants of this caliber. He encases Dungeness crab in its own consomme and then arranges it in a bowl with chickweed, sheep sorrel and crab broth.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=237277&year=2012,2,2,2,3,2,2,5,French,sf
Commonwealth,d,"Jason Fox represents a new breed of chefs who don't mind creating sophisticated white-tablecloth food in bare-table surroundings. Fox employs the latest techniques on his constantly changing menu, frothing malt vinegar mousse for house-made potato chips, making nettle emulsion for scallops, and cooking onions in hay for a salad.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606415&year=2012,2,2,2,2,2,2,4,American,sf
Corso Trattoria,l,"A chef change last year hasn't harmed the food coming out of the compact kitchen of this Berkeley trattoria. Scott Eastman and Steve Walker now share the kitchen duties, but you'll still find chicken cooked in brown butter, a recipe owner Wendy Brucker perfected after repeated visits to Trattoria Sostanza in Florence.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=300347&year=2012,2,2,2,2,2,2,3,Italian,sf
Cotogna,l,"The restaurant shares a back hallway with Quince, its more expensive sister, so you'll see chef Michael Tusk and his wife, Lindsay, popping back and forth between the two places. The open kitchen features a special grill that forces the flames to dance up the back, creating quite a show.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606354&year=2012,2,2,2,2,2,2,5,Italian,sf
Delfina,d,"The Delfina empire started in 1998 with a bank loan, a credit card and an unproven location in the Mission. Delfina describes its cuisine as Northern Italy meets Northern California, and it does indeed have a perfect sense of place, balancing clean and rustic sensibilities.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181373&year=2012,2,2,2,2,2,2,4,Italian,sf
Dopo,l,"Jon Smulewitz produces some of the best salumi at his nearby Adesso, so it stands to reason he would also serve some of the Bay Area's best thin-crust pizza at Dopo.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=206611&year=2012,2,2,2,2,2,2,3,"Italian, Pizza",sf
Dosa on Fillmore,d,"In 2005, Emily and Anjan Mitra opened San Francisco's first Southern Indian restaurant; Both menus are geared to a lighter California sensibility, whether it's the prawns in a poppy seed sauce with coconut chiles and lime, or the dosa with creamy spiced potatoes, onions and cashew nuts with a touch of white truffle oil.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=306095&year=2012,2,2,2,2,2,2,4,Indian,sf
El Paseo,d,"It took two years for Tyler Florence and Sammy Hagar to get the permits and remodel and open this charming space in Mill Valley. Florence and his wife live in Mill Valley, and own a cooking and antique shop, so you'll often find them in residence.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=609407&year=2012,2,2,2,3,2,2,4,American,sf
Farallon,d,Few interiors are as fanciful as this seafood restaurant near Union Square. and a painted mosaic dome that formerly capped the Elks Club pool sits over the main dining room.,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181597&year=2012,2,2,2,3,2,2,5,Seafood,sf
Fifth Floor,d,"Located on the fifth floor of the Palomar Hotel, this chic restaurant has lured many top chefs, starting with George Morrone, who earned four stars here in 1999.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181939&year=2012,2,2,2,3,2,2,5,French,sf
Flour + Water,d,"Even after nearly three years, getting a seat at this small Italian restaurant hasn't gotten any easier. While half the restaurant is open for walk-ins, if you don't get at the door well before the 5:30 p.m. opening, you're in for a long wait.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=603706&year=2012,2,2,2,3,2,2,4,"Italian, Pizza",sf
Foreign Cinema,d,There's a series of private rooms for 12 to 100; a covered dining patio where movies are projected along the back wall; an indoor dining room with brick walls and a large fireplace.,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=42419&year=2012,2,2,2,3,2,2,4,Mediterranean,sf
Frances,d,"A Chronicle Rising Star in 2002 when she was just 25, Melissa Perello turned from cooking high-end food at places like the Fifth Floor to this more casual neighborhood restaurant.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=604934&year=2012,2,2,2,2,2,2,4,American,sf
French Laundry,d,Thomas Keller has turned Yountville into one of the nation's top culinary destinations; He's the only chef in the United States with two three-star Michelin restaurants,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181618&year=2012,2,2,2,3,2,2,5,"French, American",sf
Gary Danko,d,"While Gary Danko is one of the more formal, traditional restaurants in the Bay Area, it's repeatedly ranked by Zagat as the most popular restaurant in the region.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181806&year=2012,2,2,2,3,2,2,4,"American, French",sf
Gialina,d,"Purists who claim you need a wood-burning pizza oven should taste Sharon Ardiana's handiwork at Gialina in Glen Park. Last year she opened Ragazza, with a slightly expanded menu that includes pasta.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=601785&year=2012,2,2,2,2,2,2,4,"Italian, Pizza",sf
Greens,d,"Few restaurants have had the impact of Greens, opened by the Zen Center in 1979. The Zen Center doesn't push its philosophy on diners, but celebrates the joys of vegetables in beautiful warehouse surroundings overlooking the Golden Gate Bridge.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181375&year=2012,2,2,2,2,2,2,4,Vegetarian,sf
House of Prime Rib,d,"The name of the place, opened in 1949, says it all: The corn-fed, prime rib is aged 21 days, roasted in a rock salt crust and carved tableside. Each well-pricesd dinner also comes with a salad theatrically prepared tableside in a spinning salad bowl.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181368&year=2012,2,2,2,3,2,2,3,"American, Steak House",sf
Incanto,d,"If there's a Bay Area standard-bearer for head-to-tail cooking, it's Chris Cosentino, who finds a way to incorporate every part of the animal into Incanto's menu.æ",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181503&year=2012,2,2,2,3,2,2,4,Italian,sf
Ippuku,d,"It's easy to think you're in Japan when you walk into this izakaya with 24 spigoted bottles of shochu in the bar, intimate tables and gauzy bamboo screens.æ",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606309&year=2012,2,2,2,2,2,2,4,Japanese,sf
Koi Palace,l,"A reception area lined with fish tanks holding crabs the size of toddlers, geoduck, rock cod and other fish leads into a 450-seat dining room with a sea of people.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181737&year=2012,2,2,2,2,2,2,3,"Chinese, Dimsum",sf
La Ciccia,d,"Few people were familiar with Sardinian food until about five years ago, when Massimiliano Conti left his wine job and took up the frying pan to reveal the soul of this distinctive, bold cuisine.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=237353&year=2012,2,2,2,3,2,2,4,Italian,sf
La Folie,d,"Passot started the restaurant 24 years ago as a modest brasserie, then grew it into a luxurious space featuring wood paneling, bronze tinted mirrors and heavy draperies that help wall off what was once an open pass-through to the kitchen.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181423&year=2012,2,2,2,3,2,2,5,French,sf
Lers Ros,l,"Most Thai restaurants in the Bay Area bend to America's sweet palate, so ultimately the dishes lack the balance characteristic of the cuisine. The menu is too long, so knowing what to order helps (go with House Specials or Original Thai-Style Specials).",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=609527&year=2012,2,2,2,2,2,2,4,Thai,sf
Mamacita,d,"Too bad Chevy's has trademarked the term ""Fresh Mex,"" because that perfectly describes the food Luis Contreras prepares at this restaurant from the team that owns Tipsy Pig and Umami.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=230773&year=2012,2,2,2,2,2,2,4,Mexican,sf
Manresa,d,"A remodel late last year elevated the interior of this Los Gatos restaurant nearly to the quality of the food. He's inspired by the garden -- 2 two acres have now become 11 -- and the menu reflects his precise, local approach to cooking.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=182285&year=2012,2,2,2,3,2,2,5,American,sf
Marlowe,l,"Anna Weinberg, who also owns the new white-hot Park Tavern, named the place after her great-grandfather's butcher shop in Boston, and the cozy interior features hexagonal tile floor and blackboard drawing of animals marked for cutting.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=604972&year=2012,2,2,2,3,2,2,4,American,sf
Masa's,d,"In the last year or so, high-end fixed-prices menus have made a resurgence. Short spent seven years at the French Laundry and has a fresh, modern approach, with dishes such as rich mole with citrus and fennel;",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181430&year=2012,2,2,2,3,2,2,5,French,sf
Mateo's Cocina Latina,d,"His ingredients are local and organic, which is why you'll find White Crane Spring Ranch greens on tostadas and organic Hopi blue corn coating the rock cod stuffed into tacos.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=609498&year=2012,2,2,2,2,2,2,4,Mexican,sf
Michael Mina,d,"It's one of those copacetic twists of fate: Michael Mina bought Aqua, the restaurant where he made his name, where he moved his self-named restaurant from the Westin St. Francis Hotel",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606351&year=2012,2,2,2,3,2,2,5,American,sf
Mission Chinese Food,l,Danny Bowien worked in some of the top restaurants in the city and after his shifts he'd go out with friends for late-night Chinese. He and Anthony Myint joined forces with the owners of Lung Shan to create the ultimate pop-up restaurant.,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606343&year=2012,2,2,2,2,2,2,3,"Chinese, Dimsum",sf
Morimoto Napa,d,"A new chef, Kang Kuan, hasn't diminished the wit and precision that inform every element of the menu. The contemporary Japanese menu includes tuna pizza and a few clunkers like frozen iceberg salad, but you can't beat the tofu made tableside and some of the best and most elaborate sushi preparations in the Bay Area.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606226&year=2012,2,2,2,3,2,2,4,"Japanese, Sushi",sf
Nojo,d,"Greg Dunmore, the creative chef from Ame in the St. Regis and a former Chronicle Rising Star, opened his own izakaya in Hayes Valley last year, and it's quickly become a prime spot for those who want a bite before or after the opera",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=609409&year=2012,2,2,2,2,2,2,4,Japanese,sf
Nopa,d,"The best restaurants explain a neighborhood, and few do it better than Nopa, which helped define the North of the Panhandle area when it opened in 2006. Because the dining room stays open until 1 a.m., it's become a gathering place for chefs and night owls drawn to its vibrant bar scene and great cocktails",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=237278&year=2012,2,2,2,2,2,2,4,Mediterranean,sf
Nopalito,l,"When Gozalo Guzman and Jose Ramos prepared Mexican food for staff meals at Nopa, chef-owner Laurence Jossel decided he needed to create a restaurant for them, and Nopalito was born",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=602362&year=2012,2,2,2,2,2,2,4,Mexican,sf
O Chame,l,David Vardy led the way overlaying California ingredients with a Japanese sensibility when he opened this Berkeley restaurant 22 years ago. The interior blends Craftsmen and Japanese elements to create a serene environment,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181268&year=2012,2,2,2,3,2,2,4,Japanese,sf
Oenotri,d,"Chef-owners Curtis Di Fede and Tyler Rodde, both Napa natives, took the Bay Area on an exciting culinary tour of Southern Italy -- Sicily, Campania, Calabria, Basilicata and Puglia -- when they opened in 2010",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606099&year=2012,2,2,2,3,2,2,4,Italian,sf
One Market,d,"Mark Dommen is one of the most underappreciated chefs in the Bay Area, but you can see his talent any day at One Market.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=1283&year=2012,2,2,2,3,2,2,5,American,sf
Osteria Stellina,d,Christian Caiazzo gathers most of his ingredients from Marin County and calls his creations Point Reyes Italian.æ,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=602254&year=2012,2,2,2,2,2,2,4,Italian,sf
Outerlands,d,"This quirky restaurant has been popular since it opened in 2009, capturing the spirit of the windswept area a few blocks from the ocean. Cooper produces such dishes as braised baby carrots with ""soil"" made from levain, mounds of house-made ricotta and dollops of spinach puree.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=604073&year=2012,2,2,2,1,2,2,3,California,sf
Park Tavern,d,"If there's a place destined to replace the legendary Stars, which fueled the American brasserie trend, it's this beautifully conceived restaurant in the space that once housed Moose's.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=609488&year=2012,2,2,2,3,2,2,5,American,sf
Perbacco,d,Few sister restaurants are as in tune with each other as this duo owned by chef Staffan Terje and front-of-the-house master Umberto Gibin,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=252539&year=2012,2,2,2,3,2,2,4,Italian,sf
Pesce,d,"Chef-owner Ruggero Gadaldi, who also owns Beretta and Delarosa, offers a unique take on cicchetti, small plates such as grilled sardines, tuna conserva with a three-bean salad, or an Italian take on cioppino",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=182135&year=2012,2,2,2,2,2,2,4,Italian,sf
Piccino,d,"Before Piccino opened, few people, other than the area's residents, knew the Dogpatch neighborhood. They also lured MAC clothing into an adjoining space, developed a wine bar-shop called Dig, and opened Piccino coffee bar.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=265207&year=2012,2,2,2,3,2,2,4,"Italian, Pizza",sf
Piperade,d,"In addition to the regular menu, he honors his homeland by offering a classic dish each night as part of a three-course $38 fixed-price dinner that includes soup or salad, a main course such as veal stew or calamari with ink sauce, and dessert",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181802&year=2012,2,2,2,2,2,2,4,Basque,sf
Pizzaiolo,d,"Charlie Hallowell, a longtime chef at Chez Panisse, brought a farm-to-table treatment to the pizza parlor he opened in 2005 in a 140-year-old hardware store.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=220299&year=2012,2,2,2,2,2,2,3,"California, Italian, Pizza",sf
Poggio,d,"Diners can eat in the room facing the open kitchen, with a handsome interior that features beautifully crafted terra cotta floors, marble baseboards and mahogany arches.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181298&year=2012,2,2,2,3,2,2,4,Italian,sf
Press,d,"Steak and Cabernet Sauvignon are a celestial pairing, so it makes sense that Press and Napa Valley would also be a perfect match.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=222293&year=2012,2,2,2,3,2,2,4,Steak House,sf
Prospect,d,"After nearly two decades as Boulevard owner, chef Nancy Oakes finally expanded her business in 2010 to open this second restaurant with two long-time employees",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606282&year=2012,2,2,2,3,2,2,5,American,sf
Quince,d,Opening the wildly popular Cotogna next door allowed Michael and Lindsay Tusk to further refine their elegant flagship restaurant,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181466&year=2012,2,2,2,3,2,2,5,"California, Italian",sf
Range,d,"Seven years ago, Phil and Cameron West created a restaurant in an unlikely neighborhood that grew to attract diners from all over",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=97405&year=2012,2,2,2,3,2,2,5,American,sf
Redd,d,"Food in the dining room, which has stark white walls, wood floors and a pitched roof, is as eclectic but more complex, with dishes such as petrale sole napped in a saffron curry sauce with creamy jasmine rice, chorizo and clams.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=228777&year=2012,2,2,2,3,2,2,5,American,sf
Restaurant at Meadowood,d,"Meadowood management decided it was time for a fresh approach. His tasting menu has a strong sense of place, and his combinations continue to be precise, fresh and unique.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=266126&year=2012,2,2,2,3,2,2,5,California,sf
Rivoli,d,"That might include roast chicken roulade stuffed with kale, persimmon and pomegranates, and served with sweet potato gratin and seared mustard greens",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181593&year=2012,2,2,2,2,2,2,4,Mediterranean,sf
Saison,d,Chef Joshua Skenes and wine czar Mark Bright took over a barn with concrete floors that included an outdoor fireplace that became the inspiration for much of the cooking.æ,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606156&year=2012,2,2,2,3,2,2,4,"American, French",sf
Sante,d,"æSante walks the line between elegant and casual, weighing the demands of Sonoma Mission Inn guests and those who come just to dine.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=604858&year=2012,2,2,2,3,2,2,4,French,sf
Scopa,d,"If you want to discover a place that's captured the heart of locals, you need look no further than this petite Healdsburg Square storefront. Ari and Dawnelise Rosen opened the place four years ago, and it was an immediate success.",http://www.scopahealdsburg.com/,2,2,2,2,2,2,4,Italian,sf
Slanted Door,d,It's been at the Ferry Plaza since 2004 where Phan continues to break new ground -- Slanted Door was one of the first Asian restaurants to champion organic and sustainable ingredients and to implement a serious cocktail and wine program.,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181547&year=2012,2,2,2,3,2,2,4,Vietnamese,sf
Solbar,d,"Brandon Sharp took what could have been typical upscale resort food and made it relevant. Calistoga is not a dining mecca, but he's turned Solage resort into a great place to dine.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=299451&year=2012,2,2,2,3,2,2,4,California,sf
Sons and Daughters,d,Many come from the owners' farm and greenhouse in Los Gatos -- things like red orach with Cornish hens or minty agastache with a lemon tart.,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=606158&year=2012,2,2,2,3,2,2,4,American,sf
SPQR,d,Nothing is better in life or more enjoyable than sitting down to Matthew Accarrino's five-course pasta tasting menuæ,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=280559&year=2012,2,2,2,2,2,2,4,Italian,sf
State Bird Provisions,d,"Waiters roll carts from table to table, filled with potato chips with house-cured caviar and other cold dishes.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=609545&year=2012,2,2,2,3,2,2,3,California,sf
Sushi Ran,d,"Yoshi Tome has presided over one of the top sushi bars in the Bay Area, with not only pristine fish, but exceptional Japanese/California omakasi specials such as smoked hamachi tataki with avocado",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181396&year=2012,2,2,2,2,2,2,4,"Japanese, Sushi",sf
Swan Oyster Depot,l,There's a line always to nab a seat at one of the 18 stools at the counter of this traditional seafood diner,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181313&year=2012,2,2,2,2,2,2,3,Seafood,sf
Terra,d,Terra's classics include shrimp and stew but also have a fantastic ramen meal,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181292&year=2012,2,2,2,3,2,2,5,American,sf
Town Hall,d,New Orleans meets California at this amazing restaurant nestled in the heart of San Francisco,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181554&year=2012,2,2,2,3,2,2,4,American,sf
Va de Vi,d,This wine bar and tapas restaurant has become the must-see destination in Contra Costa County,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=186808&year=2012,2,2,2,2,2,2,4,Asian,sf
Waterbar,d,This restaurant defies the idea that you can't get phenomenal views and delicious food under one roof.æ,http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=284223&year=2012,2,2,2,3,2,2,4,Seafood,sf
Willi's Wine Bar,l,"With Moroccan styles mixed in with other Mediterranean flavors, this restaurant is sure to surprise you with its fresh flavors",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=160306&year=2012,2,2,2,2,2,2,4,California,sf
Yank Sing,l,"The restaurant, started in 1958, is full almost everyday and it is hard to nab one of the 250 seats.",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=182224&year=2012,2,2,2,2,2,2,4,"Chinese, Dimsum",sf
Zarzuela,d,"This restaurant exudes Spanish ambience like none seen before, and Zarzuela will be sure not to disappoint you in terms of taste",http://www.sfgate.com/cgi-bin/listings/restaurants/venuetop?vid=181470&year=2012,2,2,2,3,2,2,4,Spanish,sf
