Grace Cathedral,"PA, H","Grace Cathedral is home to a community where the best of Episcopal tradition courageously embraces innovation and open-minded conversation, where inclusion is expected and people of all faiths are welcomed, where beliefs are put into action and where people are encouraged to seek God and progress on their own spiritual journeys. The cathedral itself, a renowned San Francisco landmark, serves as a magnet, where diverse people gather to worship, celebrate, seek solace, converse and learn.Famed as a destination for visitors from all over the world, the cathedral is known for its striking architecture, stained glass, singular collection of art, and Interfaith AIDS Memorial Chapel.",http://www.tripadvisor.com/Attraction_Review-g60713-d116450-Reviews-Grace_Cathedral-San_Francisco_California.html,2,2,2,2,2,3,5,sf
de Young Museum,"PA, H","The DeYoung museum has been a San Francisco institution since it opened in Golden Gate Park in 1895.  The new building, designed by Herzog & de Mueron, opened in 2005.  The perforated copper-clad building is designed to mimic the tree-dappled park and as the copper greens that is just what is happening.",http://www.tripadvisor.com/Travel-g60713-d127943/San-Francisco:California:De.Young.Museum.html,2,2,2,2,2,2,4,sf
San Francisco Magic Parlor,PA,"Embark upon a theatrical journey where fascinating tales of Wonder and Shadow unfold. Our fresh Performance-Art style seamlessly blends classic Storytelling with classical Conjuring. Our new Parlor show is called “Astonishment! and that is exactly its intent.The evening’s vignettes are highlighted with magical moments employing unusual curios and rare artifacts. We’ll introduce you to San Francisco’s most revered and feared eccentrics, offering captivating tales and astonishing conjuring. Time seems to stand still in our little Parlor situated within the historic Chancellor Hotel Union Square. Our whimsical turn-of-the-century venue evokes old San Francisco. We’ve reimagined the ambiance of La Belle Époque (The Beautiful Era) a brief moment in history from 1885 to 1910. A magical era when wealthy Europeans dined at Maxim’s and frolicked at Moulin Rouge. You may enjoy a light pre-show dinners, drinks, or desserts, from 5 pm to 7 pm in the lobby lounge.Our Guests Agree!“A real San Francisco treat, better than Rice-a-Roni!”“Our first night in San Francisco wisely spent.”“Very creative and entertaining!”“What a pleasure this was.”Your Host, Walt Anthony, Conjurer & Teller-of-Tales, is a dynamic performer with more than thirty-five years of practical experience and formal training in acting (Equity), magic and entertainment. Walt has wit, exuberance, and an elegant style, making his performances unique and mesmerizing. …shimmering fairy tales are Anthony’s métier… conjuring up a façade of bygone elegance…",http://www.tripadvisor.com/Attraction_Review-g60713-d3583620-Reviews-San_Francisco_Magic_Parlor-San_Francisco_California.html,2,2,2,3,2,2,4,sf
Point Reynes,"PA, N",A Lighthouse overlooking the Bay,http://www.tripadvisor.com/Attraction_Review-g60713-d629923-Reviews-Point_Reynes-San_Francisco_California.html,2,2,3,1,2,2,4,sf
Castro Theatre,"PA, H","The Castro Movie Theater was built in 1922 by the Nasser borthers, entrepreneurs who started a nickelodeon in 1908 in the  neighborhood. One of the more interesting places to see a movie.",http://www.tripadvisor.com/Travel-g60713-d270041/San-Francisco:California:Castro.Theatre.html,3,2,2,2,2,3,4,sf
Golden Gate National Recreation Area,"PA, N, H","The largest urban national park in the world, containing 74,000 acres of land and water.",http://www.tripadvisor.com/Attraction_Review-g60713-d104207-Reviews-Golden_Gate_National_Recreation_Area-San_Francisco_California.html,2,2,2,2,2,2,4,sf
Marrakech Magic Theater,PA,"An uproarious one-of-a-kind close-up show in an intimate, historic setting.Featuring the comedy and classical magic of San Francisco Magician Peter Morrison.Have an experience to last a lifetime.At The Marrakech Magic Theater, cherished memories are made during Peter Morrison's unique comedy and magic experience. The evening begins one hour before the show in the Sultan's Oasis lounge where guests can enjoy s little pre-show entertainment and meet and greet with Magician and host Peter Morrison. Drinks and appetizers are available for purchase as well during this hour before the main show. Your evening ends in the Magic Theater with Peter's unforgettable 75 minute performance in the Main Showroom.Have a stress-free night, full of laughter and sensational entertainment!The Main Showroom is a intimate close-up theater, perfect for high spirits and Peter's extraordinary performances. You'll witness intriguing feats of mentalism, sleight of hand miracles, and throughout, his clean comedy will keep you laughing!Have a remarkable evening-see a show so fantastic that you'll almost forget that you're still in San Francisco! ",http://www.tripadvisor.com/Attraction_Review-g60713-d2098477-Reviews-Marrakech_Magic_Theater-San_Francisco_California.html,3,2,2,2,2,2,5,sf
Musee Mecanique,"PA, H",This superb collection of mechanical games and toys will entice people of all ages.,http://www.tripadvisor.com/Attraction_Review-g60713-d104542-Reviews-Musee_Mecanique-San_Francisco_California.html,2,2,2,2,2,3,4,sf
War Memorial Opera House,"PA, H, A",The War Memorial Opera House is home to both the San Francisco Opera and Ballet.  Opera season runs approximately 6 weeks in June and July and then again in September through November.  The Ballet does performances of Nutracker in December and picks up their season in the beginning of the year through May. ,http://www.tripadvisor.com/Travel-g60713-d156729/San-Francisco:California:War.Memorial.Opera.House.html,3,2,2,2,2,2,5,sf
Presidio National Park,"PA, H, N","A military installation from 1776 until 1994, the Presidio saw duty for Spain, Mexico and the U.S.; it is now a national park with almost 1,500 acres of land",http://www.tripadvisor.com/Attraction_Review-g60713-d128930-Reviews-Presidio_National_Park-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Glide Memorial United Methodist Church,"PA, H","This church is known for its pastor, Cecil Williams, whose sermons never fail to thrill.",http://www.tripadvisor.com/Attraction_Review-g60713-d143985-Reviews-Glide_Memorial_United_Methodist_Church-San_Francisco_California.html,1,2,1,2,2,2,3,sf
Fort Point National Historic Site,"PA, H"," Originally constructed in the mid-1800's to prevent enemy entrance into the Bay Area, this is only the third brick fort on the West Coast of the United States",http://www.tripadvisor.com/Attraction_Review-g60713-d143136-Reviews-Fort_Point_National_Historic_Site-San_Francisco_California.html,2,2,2,2,2,3,5,sf
Mission Dolores Park,"PA, N",City park located between the Mission District and the Castro/Noe Valley neighborhoods.,http://www.tripadvisor.com/Attraction_Review-g60713-d545911-Reviews-Mission_Dolores_Park-San_Francisco_California.html,2,2,3,1,2,2,4,sf
SS Jeremiah O'Brien,"PA, H", Historic World War II ship docked at Pier 45.,http://www.tripadvisor.com/Attraction_Review-g60713-d104529-Reviews-SS_Jeremiah_O_Brien-San_Francisco_California.html,2,2,3,2,2,3,4,sf
Japanese Tea Garden,"PA, N",Four-acre refuge in Golden Gate Park featuring Japanese architecture and gardens.,http://www.tripadvisor.com/Attraction_Review-g60713-d142415-Reviews-Japanese_Tea_Garden-San_Francisco_California.html,2,2,2,1,2,3,4,sf
Scenic 49 Mile Drive,"PA, N",The 49 mile scenic drive was created in 1938 to showcase the city and to promote it as a tourist destination. This car drive will take you  by many of the beautiful and historic sights in San Francisco.,http://www.tripadvisor.com/Travel-g60713-d526082/San-Francisco:California:Scenic.49.Mile.Drive.html,4,2,2,1,2,3,5,sf
Lombard Street,"PA, H","Known as the ""crookedest"" street in the world, the steep hills and sharp curves of this one-way road pass by grand Victorian mansions and attract millions of tourists each year",http://www.tripadvisor.com/Attraction_Review-g60713-d106232-Reviews-Lombard_Street-San_Francisco_California.html,2,2,3,1,2,3,4,sf
Conservatory of Flowers,"PA, N","The oldest existing building in Golden Gate Park, this Victorian-era greenhouse showcases a wide variety of tropical and seasonal flowers.",http://www.tripadvisor.com/Attraction_Review-g60713-d117151-Reviews-Conservatory_of_Flowers-San_Francisco_California.html,2,2,2,1,2,3,4,sf
San Francisco Maritime National Historical Park,"PA, H","Visitors can take a workshop on boatbuilding, board a vessel docked at the Hyde Street Pier or tour the fine collections of maritime lore.",http://www.tripadvisor.com/Attraction_Review-g60713-d104217-Reviews-San_Francisco_Maritime_National_Historical_Park-San_Francisco_California.html,2,2,3,1,2,3,4,sf
San Francisco Museum of Modern Art,"PA, H, A",The museum itself is a work of art that houses a strong collection and traveling shows.,http://www.tripadvisor.com/Attraction_Review-g60713-d105418-Reviews-San_Francisco_Museum_of_Modern_Art-San_Francisco_California.html,3,2,2,3,2,2,4,sf
Baker Beach,"PA, N",A beach that faces over the harbor.,http://www.tripadvisor.com/Attraction_Review-g60713-d754023-Reviews-Baker_Beach-San_Francisco_California.html,2,2,2,1,2,1,3,sf
San Francisco Botanical Garden,"PA, N","A labyrinth of 3,000 varieties of trees, shrubs and flowers.
",http://www.tripadvisor.com/Attraction_Review-g60713-d104952-Reviews-San_Francisco_Botanical_Garden-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Pier 39,"PA, N, H"," This third most visited attraction in the U.S. is a hive of activity with rides, entertainment, restaurants, shops and lively street entertainers. ",http://www.tripadvisor.com/Attraction_Review-g60713-d102779-Reviews-Pier_39-San_Francisco_California.html,1,2,2,2,2,3,3,sf
Coit Tower,"PA, H","Monument built in honor of the city's volunteer firemen, with an observation deck that provides a great view of San Francisco.",http://www.tripadvisor.com/Attraction_Review-g60713-d104674-Reviews-Coit_Tower-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Hyde Street Pier Historic Waterfront,"PA, H",Take a tour of the tall ships at this antiquated pier.,http://www.tripadvisor.com/Attraction_Review-g60713-d127843-Reviews-Hyde_Street_Pier_Historic_Waterfront-San_Francisco_California.html,3,2,2,2,2,3,5,sf
Teatro ZinZanni,PA,A great place to watch theater and grab a bite,http://www.tripadvisor.com/Attraction_Review-g60713-d208930-Reviews-Teatro_ZinZanni-San_Francisco_California.html,2,2,2,3,2,2,4,sf
Cliff House,"PA, H",Great views of the Pacific Ocean and Seal Rocks,http://www.tripadvisor.com/Attraction_Review-g60713-d615578-Reviews-Cliff_House-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Yerba Buena Gardens,"PA, N",Five acres of shade trees and murmuring fountains which adjoin the Moscone Convention Center.,http://www.tripadvisor.com/Attraction_Review-g60713-d104943-Reviews-Yerba_Buena_Gardens-San_Francisco_California.html,1,2,2,1,2,3,5,sf
Moscone Center,PA,A convention center located in the heart of SFO. A must see,http://www.tripadvisor.com/Attraction_Review-g60713-d1419804-Reviews-Moscone_Center-San_Francisco_California.html,2,2,2,1,2,2,3,sf
San Francisco Maritime Museum/Aquatic Park Bathhouse Building,"PA, H, A","Find everything seaworthy - ship models, ship relics, scrimshaw, whaling gear and figureheads - in this free maritime museum.",http://www.tripadvisor.com/Attraction_Review-g60713-d127927-Reviews-San_Francisco_Maritime_Museum_Aquatic_Park_Bathhouse_Building-San_Francisco_Califor.html,1,2,2,1,2,3,5,sf
Haas - Lilienthal House,"PA, H","This Queen Anne style home, now a museum, was the house where the merchant family of blue jeans (Haas) and canned goods (Lilienthal) lived.",http://www.tripadvisor.com/Attraction_Review-g60713-d127938-Reviews-Haas_Lilienthal_House-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Fort Funston,"PA, N, S","Scenic section of the Golden Gate National Recreation Area is a favorite for hikers, bikers and beach-goers.",http://www.tripadvisor.com/Attraction_Review-g60713-d255292-Reviews-Fort_Funston-San_Francisco_California.html,2,2,2,1,2,2,4,sf
Sutro Baths,"PA, H, N",Experience fresh air and the smell of the forest as a way to relax after a long day,http://www.tripadvisor.com/Attraction_Review-g60713-d3242904-Reviews-Sutro_Baths-San_Francisco_California.html,3,2,2,1,2,3,4,sf
Alamo Square,"PA, H","Known around the world for its Victorian rowhouses, this spectacular hilltop park is an ideal spot for picture taking.",http://www.tripadvisor.com/Attraction_Review-g60713-d156290-Reviews-Alamo_Square-San_Francisco_California.html,1,2,2,2,2,3,4,sf
San Francisco City Hall,"PA, H", The dome of this venerable Government building is a replica of the one crowning St. Peter's Basilica in Rome,http://www.tripadvisor.com/Attraction_Review-g60713-d144407-Reviews-San_Francisco_City_Hall-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Little Italy,PA,Section of the North Beach neighborhood with plenty of Italian restaurants and businesses.,http://www.tripadvisor.com/Attraction_Review-g60713-d142403-Reviews-Little_Italy-San_Francisco_California.html,1,2,2,2,2,3,5,sf
Nob Hill,"PA, H","One of the most upscale areas of San Francisco, this is the site of two landmarks: The Fairmont Hotel and The Mark Hopkins.",http://www.tripadvisor.com/Attraction_Review-g60713-d110240-Reviews-Nob_Hill-San_Francisco_California.html,2,2,3,2,2,3,4,sf
San Francisco Ballet,"PA, A","The San Francisco Ballet is the oldest classical ballet company in the country.  As a result, they are the first U.S. ballet company to perform full-length versions of Swan Lake and The Nutcracker.",http://www.tripadvisor.com/Attraction_Review-g60713-d142414-Reviews-San_Francisco_Ballet-San_Francisco_California.html,2,2,2,3,2,3,4,sf
Telegraph Hill,"PA, A, H",A 179-foot tower from which you can see the entire San Francisco Bay.,http://www.tripadvisor.com/Attraction_Review-g60713-d105361-Reviews-Telegraph_Hill-San_Francisco_California.html,2,2,2,2,2,3,5,sf
The Castro,"PA, H","San Francisco's famous gay and lesbian neighborhood is filled with interesting cafes, bars and shops worth exploring. The Castro Theatre draws movie buffs year-round with film festivals and movies of every genre.",http://www.tripadvisor.com/Attraction_Review-g60713-d183745-Reviews-The_Castro-San_Francisco_California.html,2,2,2,1,2,2,4,sf
Chinatown,"PA, H","San Francisco's Chinatown is the largest outside of Asia.  It is a place many visitors want to see and put high on their list of places to go.  But read the reviews and many are quite negative.  Why?  Because it is an intense, densely populated area that still retains its ethnic identity.  If all of San Francisco's 49 square miles were as closely packed as Chinatown, the city's population would be 8 MILLION (rather than about 800,000). ",http://www.tripadvisor.com/Travel-g60713-d108679/San-Francisco:California:Chinatown.html,2,2,2,2,2,3,4,sf
SF Playhouse,"PA, A",A playhouse located in heart of the Bay Area which features some of the best performances in town.,http://www.tripadvisor.com/Attraction_Review-g60713-d1873656-Reviews-SF_Playhouse-San_Francisco_California.html,3,2,2,3,2,2,4,sf
USS Pampanito,"PA, H",USS Pampanito (SS-383) museum and memorial is open for visitors at Fisherman's Wharf. The  submarine patrolled the Pacific during World War II.,http://www.tripadvisor.com/Attraction_Review-g60713-d104530-Reviews-USS_Pampanito-San_Francisco_California.html,2,2,2,1,2,3,4,sf
Lincoln Park,"PA, N, S",This park in northwest San Francisco overlooks the Marin Headlands and contains scenic hiking trails.,http://www.tripadvisor.com/Attraction_Review-g60713-d156548-Reviews-Lincoln_Park-San_Francisco_California.html,2,2,2,2,2,3,5,sf
Balclutha,"PA, H",A dockyard which features different types of ships,http://www.tripadvisor.com/Attraction_Review-g60713-d1603462-Reviews-Balclutha-San_Francisco_California.html,1,2,2,1,2,2,5,sf
Fisherman's Wharf,"PA, H", Fisherman's Wharf is San Francisco's most popular attraction,http://www.tripadvisor.com/Attraction_Review-g60713-d108678-Reviews-Fisherman_s_Wharf-San_Francisco_California.html,2,2,1,2,2,3,5,sf
House Of Air,S,A place to have fun with a bunch of trampolines inside,http://www.tripadvisor.com/Attraction_Review-g60713-d2437431-Reviews-House_Of_Air-San_Francisco_California.html,2,2,3,2,2,2,4,sf
North Beach,PA,Most of this neighborhood's former beatnik charm is retained while adding fine cuisine to its claim to fame.,http://www.tripadvisor.com/Attraction_Review-g60713-d110239-Reviews-North_Beach-San_Francisco_California.html,2,2,2,3,2,3,5,sf
The Embarcadero,"PA, H"," Major street in the port area of San Francisco that has become a bustling area of shops, businesses and sightseeing attractions.",http://www.tripadvisor.com/Attraction_Review-g60713-d103850-Reviews-The_Embarcadero-San_Francisco_California.html,2,2,2,2,2,3,4,sf
American Conservatory Theater,"PA, A", This award-winning stage is known for its innovative productions.,http://www.tripadvisor.com/Attraction_Review-g60713-d103932-Reviews-American_Conservatory_Theater-San_Francisco_California.html,3,2,2,2,2,3,4,sf
Mission Dolores,"PA, H"," The oldest building in San Francisco features adobe walls, original tiles and timbers lashed together with rawhide and hand-carved altars.",http://www.tripadvisor.com/Attraction_Review-g60713-d220164-Reviews-Mission_Dolores-San_Francisco_California.html,2,2,2,1,2,3,4,sf
Pacific Heights,"PA, H",Attractive neighborhood where you will find multi-colored Victorian homes.,http://www.tripadvisor.com/Attraction_Review-g60713-d142482-Reviews-Pacific_Heights-San_Francisco_California.html,3,2,3,2,2,3,5,sf
Fort Mason Center,"PA, H, A",A great place to walk around and see the Marina Boulevard or just go observe the Golden Gate Bridge,http://www.tripadvisor.com/Attraction_Review-g60713-d311683-Reviews-Fort_Mason_Center-San_Francisco_California.html,2,2,2,1,2,3,4,sf
Fillmore Auditorium,PA,A famed rock concert venue,http://www.tripadvisor.com/Attraction_Review-g60713-d102418-Reviews-Fillmore_Auditorium-San_Francisco_California.html,2,2,2,2,2,2,4,sf
Mission District,PA,"The city’s oldest and most vibrant neighborhood has an eclectic collection of shops, bars, restaurants and clubs rich in history and Latin culture. Colorful murals decorate fences, building walls and garage doors.",http://www.tripadvisor.com/Attraction_Review-g60713-d220163-Reviews-Mission_District-San_Francisco_California.html,3,2,2,1,2,3,5,sf
San Francisco Railway Museum,"PA, H","The San Francisco Railway museum is the place to learn about the antique streetcars and national landmark cable cars that regularly run along the city's main arteries, and how rail transportation shaped development of the city. The museum is located at the Steuart Street F-line stop, half a block south of Market St., catty-corner from the Ferry Building, and only steps away from the California St. Cable Car terminal. Admission to the museum is free.",http://www.tripadvisor.com/Attraction_Review-g60713-d631105-Reviews-San_Francisco_Railway_Museum-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Wells Fargo History Museum,"PA, H",San Francisco Wells Fargo Museum is built on the same site as where the original  Wells Fargo Bank was built in 1852. Some of the highlights of this museum include a Concord Coach and a gold dust exhibit. ,http://www.tripadvisor.com/Attraction_Review-g60713-d145245-Reviews-Wells_Fargo_History_Museum-San_Francisco_California.html,2,2,2,2,2,3,5,sf
Painted Ladies,"PA, H",A famous stretch of colorful Victorian-style house.,http://www.tripadvisor.com/Attraction_Review-g60713-d104540-Reviews-Painted_Ladies-San_Francisco_California.html,2,2,2,1,2,3,4,sf
Contemporary Jewish Museum,"PA, H",This museum houses fascinating and sometimes controversial exhibits on Jewish history and culture.,http://www.tripadvisor.com/Attraction_Review-g60713-d143983-Reviews-Contemporary_Jewish_Museum-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Ocean Beach,"PA, N, S","At the edge of the Pacific, beachcomb, build sand castles or bonfires, but don't swim. The tumultuous waters can be too rough to handle.",http://www.tripadvisor.com/Attraction_Review-g60713-d128875-Reviews-Ocean_Beach-San_Francisco_California.html,1,2,3,1,2,2,4,sf
Magowan's Infinite Mirror Maze,PA,Pier 39's newest attraction,http://www.tripadvisor.com/Attraction_Review-g60713-d1783392-Reviews-Magowan_s_Infinite_Mirror_Maze-San_Francisco_California.html,1,2,2,2,2,2,5,sf
Fillmore Street,PA, This Pacific Heights street is now known for its trendy shops and eateries.,http://www.tripadvisor.com/Attraction_Review-g60713-d156437-Reviews-Fillmore_Street-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Greenwich Steps,"PA, N, S",Brick stairway leading up Telegraph Hill,http://www.tripadvisor.com/Attraction_Review-g60713-d142465-Reviews-Greenwich_Steps-San_Francisco_California.html,1,2,2,2,2,2,5,sf
San Francisco Bay Bridge,"PA, H","One of the longest bridges in the world, this spectacular structure links downtown San Francisco with the city of Oakland.",http://www.tripadvisor.com/Attraction_Review-g60713-d156622-Reviews-San_Francisco_Bay_Bridge-San_Francisco_California.html,2,2,2,1,2,3,4,sf
San Francisco Zoo,"PA, N, H","The penguins win the popularity contest at this zoo. You can watch being fed daily at 3 PM. Or, if you prefer the big cats, come an hour earlier.",http://www.tripadvisor.com/Attraction_Review-g60713-d127854-Reviews-San_Francisco_Zoo-San_Francisco_California.html,2,2,2,2,2,3,4,sf
Golden Gate Promenade,"PA, H, N, S","Walk, run or bike on this path with spectacular views of the Golden Gate Bridge, Marin Headlands and Alcatraz",http://www.tripadvisor.com/Attraction_Review-g60713-d156469-Reviews-Golden_Gate_Promenade-San_Francisco_California.html,2,2,3,1,2,3,5,sf
Market Street Railway,"PA, H",Restored street cars run on tracks up and down the Market Street Railway,http://www.tripadvisor.com/Attraction_Review-g60713-d104964-Reviews-Market_Street_Railway-San_Francisco_California.html,2,2,2,2,2,3,5,sf
The Beat Museum,"PA, H, A","The mission of The Beat Museum is to spread the values of The Beat Generation--tolerance, inclusiveness, and having the courage to live your own individual truth. Our first floor contains our book shop and gift shop, as well as the entrance to the Beat Museum. The second floor contains six rooms of exclusive Beat era memorabilia",http://www.tripadvisor.com/Attraction_Review-g60713-d664393-Reviews-The_Beat_Museum-San_Francisco_California.html,2,2,2,2,2,2,4,sf
Orpheum Theatre,"PA, H","While located in a rather seedy neighborhood, this ornate landmark still hosts a number of traveling musical acts",http://www.tripadvisor.com/Attraction_Review-g60713-d156586-Reviews-Orpheum_Theatre-San_Francisco_California.html,2,2,2,2,2,3,5,sf
Haight-Ashbury,"PA, H","Center of the long-gone hippie culture of the 1960s, this trendy neighborhood is now a whole new scene with upscale boutiques, Internet cafes and hip restaurants. ",http://www.tripadvisor.com/Attraction_Review-g60713-d103856-Reviews-Haight_Ashbury-San_Francisco_California.html,2,2,2,2,2,3,4,sf
The Alcove Theater,PA,"The cozy 49-seat Alcove Theater – a hidden gem right off Union Square - features a variety of entertainment in an intimate setting: original musical theater by Not Quite Opera Productions, Improv, solo performers, magic and more. The first two rows boast six cabaret tables for the Alcove’s ""Premium"" seats. Check our web site for current shows: The Not Quite Opera original one-woman musical hit “Absolutely San Francisco,” played here to delighted audiences for over 120 performances! Our exciting fall and holiday 2012 offerings include our ongoing ""Round One Cabaret of Music from New Musicals"" and, beginning Thanksgiving Weekend, a double weekend bill featuring the fantastic comedy, magic and stunts in Frisco Fred's ""Holiday Magic and More"" at 7pm and Kurt Weitzmann's ""Hysterical Historical San Francisco - The Holiday Edition"" at 9pm. Don't forget to keep up with our current shows by visiting our web site.",http://www.tripadvisor.com/Attraction_Review-g60713-d2181178-Reviews-The_Alcove_Theater-San_Francisco_California.html,2,2,2,3,2,3,5,sf
Louise M. Davies Symphony Hall,PA,"Home to the San Francisco Symphony, this modern structure created quite an architectural controversy when first built.",http://www.tripadvisor.com/Attraction_Review-g60713-d156553-Reviews-Louise_M_Davies_Symphony_Hall-San_Francisco_California.html,3,2,2,3,2,2,4,sf
