Faneuil Hall,H,"Designed by Charles Bulfinch in 1805 with its massive meeting hall virtually unchanged today, this historic building hosted events such as America's first town meeting & Anti Slavery rallies.",http://www.tripadvisor.com/Attraction_Review-g60745-d207404-Reviews-Faneuil_Hall-Boston_Massachusetts.html,2,1,2,1,3,3,4,historic,b
Back Bay,PA,"This tony neighborhood--one of the two most expensive residential areas in Boston--started as a bay. The area is known for its Victorian brownstones, the Boston Public Library, shopping, office high rises and upscale hotels",http://www.tripadvisor.com/Attraction_Review-g60745-d208218-Reviews-Back_Bay-Boston_Massachusetts.html,2,2,2,1,1,2,3,landmark,b
Statue of Paul Revere,H,Cyrus Dallin designed this bronze statue of Revere riding his horse.,http://www.tripadvisor.com/Attraction_Review-g60745-d106786-Reviews-Statue_of_Paul_Revere-Boston_Massachusetts.html,2,1,1,1,2,2,4,historic,b
Bunker Hill Monument,H,This 220-foot granite tower commemorates the Patriots' undaunted bravery in defeat at the 1775 Battle of Bunker Hill.,http://www.tripadvisor.com/Attraction_Review-g60745-d133763-Reviews-Bunker_Hill_Monument-Boston_Massachusetts.html,2,1,1,1,2,3,4,historic,b
New England Aquarium,A,"The 200,000-gallon Giant Ocean Tank is the centerpiece of the Aquarium, Boston's most visited tourist attraction.",http://www.tripadvisor.com/Attraction_Review-g60745-d103649-Reviews-New_England_Aquarium-Boston_Massachusetts.html,3,3,2,2,1,3,4,arts,b
Frog Pond,N,The Boston Common¾Frog Pond is nestled in the heart of America's oldest public park.,http://www.tripadvisor.com/Attraction_Review-g60745-d1200516-Reviews-Frog_Pond-Boston_Massachusetts.html,2,2,2,1,3,2,4,nature,b
The Paul Revere House,H,"This National Historic Landmark is the home from which silversmith Paul Revere, in 1775, set out on his famous midnight ride to warn his compatriots that the British were coming.",http://www.tripadvisor.com/Attraction_Review-g60745-d103111-Reviews-The_Paul_Revere_House-Boston_Massachusetts.html,2,3,2,1,2,2,4,historic,b
John Hancock Tower,H,"This striking I.M. Pei edifice, famous for its beauty and infamous for falling glass panes, is Boston's tallest building. ",http://www.tripadvisor.com/Attraction_Review-g60745-d103107-Reviews-John_Hancock_Tower-Boston_Massachusetts.html,2,2,2,2,1,3,4,landmark,b
Fort Warren,H,"Built in 1852, the fort served as a prison for captured Confederate soldiers during the Civil War.",http://www.tripadvisor.com/Attraction_Review-g60745-d104570-Reviews-Fort_Warren-Boston_Massachusetts.html,2,3,2,1,3,2,5,historic ,b
Minuteman Bikeway,S,"The Minuteman Bikeway runs from Cambridge, Mass into Arlington Center, Arlington Heights, on into Lexington Cente, and  is the most traveled bikeway in the US.",http://www.tripadvisor.com/Attraction_Review-g60745-d216263-Reviews-Minuteman_Bikeway-Boston_Massachusetts.html,2,3,3,1,1,1,4,sports,b
Emerald Necklace,N,Frederick Law Olmsted designed this chain of parks and green spaces in and around Boston.,http://www.tripadvisor.com/Attraction_Review-g60745-d103109-Reviews-Emerald_Necklace-Boston_Massachusetts.html,2,2,2,1,1,1,4,nature,b
South End,PA,Boston's South End neighborhood is a great place to spend an afternoon or evening.,http://www.tripadvisor.com/Attraction_Review-g60745-d558264-Reviews-South_End-Boston_Massachusetts.html,2,2,2,2,1,3,4,shopping,b
Beacon Street,PA,Beacon Street is a major thoroughfare in Boston.,http://www.tripadvisor.com/Attraction_Review-g60745-d481782-Reviews-Beacon_Street-Boston_Massachusetts.html,2,3,2,1,1,3,4,landmark,b
Franklin Park Zoo,N,"Franklin Park Zoo, founded in 1913, is the 72-acre site nestled in Boston's historic Franklin Park.",http://www.tripadvisor.com/Attraction_Review-g60745-d105258-Reviews-Franklin_Park_Zoo-Boston_Massachusetts.html,3,3,2,2,1,3,4,nature,b
Chinatown,PA,"One of America's largest Chinese neighborhoods, Boston's Chinatown is located at the edge of the downtown shopping and financial districts.",http://www.tripadvisor.com/Attraction_Review-g60745-d103114-Reviews-Chinatown-Boston_Massachusetts.html,2,3,2,2,2,2,3,shopping,b
Boylston Street,PA,Popular shopping street in Boston's Back Bay neighborhood.,http://www.tripadvisor.com/Attraction_Review-g60745-d108920-Reviews-Boylston_Street-Boston_Massachusetts.html,2,2,2,2,1,3,4,shopping,b
Bumpkin Island,N,An interesting place to visit for nature lovers,http://www.tripadvisor.com/Attraction_Review-g60745-d558262-Reviews-Bumpkin_Island-Boston_Massachusetts.html,2,2,3,2,1,1,4,nature,b
Sports Museum of New England,S,"Fun for the entire family, this museum highlights New England's athletes and teams through video footage, memorabilia and interactive exhibits.",http://www.tripadvisor.com/Attraction_Review-g60745-d133714-Reviews-Sports_Museum_of_New_England-Boston_Massachusetts.html,2,3,2,2,1,2,3,sports,b
Downtown Crossing,PA,"Downtown Crossing is a shopping district that is a small part of downtown Boston, Massachusetts, located due east of Boston Common and west of the Financial District",http://www.tripadvisor.com/Attraction_Review-g60745-d208217-Reviews-Downtown_Crossing-Boston_Massachusetts.html,2,3,2,2,2,1,3,landmark,b
Improv Asylum,A,Improv Asylum is a comedy theater that features improvisation and sketch comedy. ,http://www.tripadvisor.com/Attraction_Review-g60745-d605186-Reviews-Improv_Asylum-Boston_Massachusetts.html,3,3,1,2,1,1,4,arts,b
Samuel Adams Brew House,NL,"Boston bar with the feel of television's ""Cheers.""",http://www.tripadvisor.com/Attraction_Review-g60745-d108921-Reviews-Samuel_Adams_Brew_House-Boston_Massachusetts.html,2,1,2,2,1,3,5,nightlife,b
Harpoon Brewery,NL,If you've enjoyed the Harpoon Ale products you will want to tour the brewery or join the fun at one of Harpoon's annual beer festivals.,http://www.tripadvisor.com/Attraction_Review-g60745-d144272-Reviews-Harpoon_Brewery_Mass_Bay_Brewing_Co-Boston_Massachusetts.html,3,3,2,2,1,2,4,nightlife,b
The Motorsport Lab,S,The Motorsport Lab is an experience agency dedicated to designing and implementing purposeful interactions and engagements through supercars for consumers and businesses.,http://www.tripadvisor.com/Attraction_Review-g60745-d1846347-Reviews-The_Motorsport_Lab-Boston_Massachusetts.html,2,3,2,3,1,1,4,sports,b
Boston Duck Tours,PA,"Hop aboard Boston Duck Tours and enjoy a fully narrated, historic tour of Boston in a ""DUCK"", a W.W.II style amphibious landing craft that travels on land and water.",http://www.bostonusa.com/?option=com_members&view=visit&layout=single&Itemid=241&lid=7015,2,3,1,2,2,3,4,landmark,b
Haymarket,PA,"During daylight hours on Fridays and Saturdays, the Haymarket on Hanover Street, near Boston's North End, is rich with culture and bargains. ",http://www.tripadvisor.com/Attraction_Review-g60745-d109587-Reviews-Haymarket-Boston_Massachusetts.html,2,1,2,2,2,1,3,shopping,b
SOWA Farmer's Market,PA,"The award winning SoWa Farmers Market features locally grown produce, specialty foods, bath and body products and cooking/kitchen products and services from all over the New England area.",http://www.tripadvisor.com/Attraction_Review-g60745-d1936412-Reviews-SOWA_farmer_s_market-Boston_Massachusetts.html,2,1,2,2,2,1,4,shopping,b
Prudential Center,PA,"The Shops at Prudential Center is an urban shopping center located at the base of the Prudential Tower in Boston, Massachusetts.",http://www.tripadvisor.com/Attraction_Review-g60745-d481776-Reviews-Prudential_Center-Boston_Massachusetts.html,2,2,1,1,1,2,4,landmark,b
Faneuil Hall Marketplace,PA,"Most major cities have something like it now, but this was one of the first urban historic shopping districts and its success inspired many imitators. ",http://www.tripadvisor.com/Attraction_Review-g60745-d104824-Reviews-Faneuil_Hall_Marketplace-Boston_Massachusetts.html,2,3,2,2,1,3,4,shopping,b
Boston State House,H,"The Boston, Massachusetts State House is the oldest building on Beacon Hill. The building and its grounds cover two city blocks. ",http://www.bostoncentral.com/activities/boston-state-house/p233.php,2,3,2,1,3,2,3,historic,b
Swan Boat Rides (Boston Common),N,"The Boston Common is oldest public park in the country, with relaxing swan-boat rides in the park's lake. Each swan holds 20 so bring the family. ",http://www.bostoncentral.com/activities/swan_boats/p226.php,2,2,2,2,1,2,3,nature,b
Rose Kennedy Greenway,N,"Offering beautiful places for relaxation within the rhythm of the urban environment, the Greenway is a key feature of the modern reinvention of Boston, Boston Harbor, the South Boston Waterfront, and the Harbor Islands",http://www.bostoncentral.com/activities/rose_kennedy_greenway_park_boston/p2138.php,2,1,1,1,2,2,3,nature,b
Purgatory Chasm State Reservation,N,"This unique natural landmark, Purgatory Chasm is different than any other state park around. Instead of just walking through the woods, it's about climbing rocks big and small.",http://www.bostoncentral.com/activities/purgatory_chasm_state_reservation_ma/p2164.php,2,3,3,1,1,1,4,nature,b
Reverse Beach,N,"America's first public beach established in 1896 in Revere, MA. This 3-mile crescent is a popular, and very crowded oasis - so don't come here seeking alone time.",http://www.bostoncentral.com/activities/revere_beach/p1417.php,2,3,2,1,1,2,3,nature,b
Wollaston Beach,N,"Wollaston Beach is the largest Boston Harbor beach, providing more than one and a half miles of shoreline access. This urban beach features a continuous walkway, seawall, and concession stands on the land side of Quincy Shore Drive.",http://www.bostoncentral.com/activities/wollaston_beach/p1951.php,2,3,2,1,1,2,3,nature,b
Duxbury Beach Park,N,"Outer Beach offers a great spot for sun-bathing, walking and swimming. At Inner Beach you'll discover protected clam beds, kayaking, & a boat launch and some ideal bird-watching opportunities",http://www.bostoncentral.com/activities/duxbury_beach_park/p1418.php,3,3,2,1,1,2,3,nature,b
Milky Way,S,"Though this subterranean bar acts more as a retro lounge and nightclub, it was originally a bowling alley back in the 1960s and six of the old lanes have been retained for your candlepin pleasure.",http://www.lonelyplanet.com/usa/boston/activities/bowling-alley/milky-way,2,3,2,2,2,1,3,sports,b
Charles River Canoe & Kayak Center,S,"Besides canoe and kayak rental, Charles River Canoe & Kayak offers classes and organized outings. Experienced kayakers can venture out to the harbor, but the river and basin are lovely for skyline views and fall foliage. ",http://www.lonelyplanet.com/usa/boston/activities/canoeing-kayaking/charles-river-canoe,2,2,3,2,1,1,3,sports,b
Jillian's & Lucky Strike,S,"Bowling, billiards, and gettin' jiggy with it. That's what you can do at this enormous, three-story entertainment complex, which also has seven bars and a full-service menu. ",http://www.lonelyplanet.com/usa/boston/activities/billiards-bowling/jillian-lucky-strike,2,3,2,2,1,2,4,sports,b
Kings,S,"For an over-the-top tenpin experience, roll a few at Kings, where high-tech lanes are lined with neon lights and surrounded by trippy graphics. Behind deck is an enormous cocktail lounge done up in a style reminiscent of The Jetsons. ",http://www.lonelyplanet.com/usa/boston/activities/bowling-alley/kings,2,3,2,1,1,2,3,sports,b
Fresh Pond Golf Course,S,"About 2 miles west of Harvard Sq, the Fresh Pond is a nine-hole public course that wraps around the city's reservoir. It's easily accessible but the setting is suburban. ",http://www.lonelyplanet.com/usa/boston/activities/golf-course/fresh-pond-golf,2,3,2,2,1,2,3,sports,b
Boston Chocolate Walking Tour,PA,"We'reÊBoston Chocolate Walking Tours, and we provide guided walking and tasting tours of select Boston chocolate shops, bakeries, and cafes.",http://www.lonelyplanet.com/usa/boston/activities/food-tours/boston-chocolate-walking,3,2,1,2,2,2,4,shopping,b
Suffolk Downs,S,"From May to October, horseracing takes place at¾Suffolk Downs¾in East Boston. Live racing takes place four days a week, but the track is open for simulcasting daily.",http://www.lonelyplanet.com/usa/boston/activities/horse-racing/suffolk-downs,2,2,1,2,2,2,3,sports,b
Beacon Hill Skate,S,"The most popular spots for in-line skating are the Charles River Esplanade and on Sundays, Memorial Dr in Cambridge. ",http://www.lonelyplanet.com/usa/boston/activities/skating/beacon-hill-skate,2,3,2,1,1,2,3,sports,b
