International Center of Photography,PA,A museum which introduces visitors to photography while also building visual literacy and critical thinking skills,icp.org,2,2,2,2,2,2,4,nyc,d
"Intrepid Sea, Air and Space Museum",PA,"Intrepid Sea, Air & Space Museum is one of America's leading historic, cultural & educational institutions. The mission of the Museum is to honor our heroes, educate the public and inspire our youth.",intrepidmuseum.org,2,2,2,2,2,3,5,nyc,d
Iridium Jazz Club,NL,A small venue that attracts some of the biggest talent in the world. Iridium is best known for its performances of Les Paul and the Les Paul Trio for more than 12 years.,iridiumjazzclub.com,2,2,2,2,1,2,4,nyc,n
Irving Plaza,PA,This longtime Gramercy venue is renowned for tis good sound system and semi-established acts.,irvingplaza.com,2,2,2,3,2,3,3,nyc,n
Late Show with David Letterman,PA,Watch the popular talk show be aired live!,cbs.com,2,3,1,2,1,3,5,nyc,n
Madison Square Garden,PA,Madison Square Garden is a multi-purpose indoor arena in midtown Manhattan in New York City.,thegarden.com,2,2,2,3,2,3,5,nyc,n
Marcus Garvey Park,N,A park located in uptown which features 20th century styles.,nycgovparks.org,2,3,2,1,2,2,3,nyc,d
Metropolitan Museum of Art,PA,The largest art museum in the United States.,http://www.metmuseum.org/,4,2,2,2,2,3,5,nyc,d
Morgan Library and Museum,H,"The modern, glass-enclosed atrium of this Murray Hill museum is meant to capture the spirit of an Italian piazza.",themorgan.org,2,2,2,2,2,2,4,nyc,d
Neue Galerie New York,PA,"From Biedermeier to the Bauhaus, this refined UES museum shop showcases a unique collection of quality reproductions of Austrian and German design.",neuegalerie.org,3,2,2,3,2,3,4,nyc,d
New Amsterdam Theatre,A,A theater located next to Times Square which features amazing architecture and a unique charm.,newamsterdamtheatre.net,2,2,2,3,2,2,4,nyc,n
New York Public Library,PA,"The New York Public Library is a public library system in New York City. With nearly 53 million items, the New York Public Library is the second largest in the country",nypl.org,2,1,2,1,3,2,4,nyc,d
New York Transit Museum,H,"The New York Transit Museum is a museum which displays historical artifacts of the New York City Subway, bus, commuter rail, and bridge and tunnel systems.",mta.info/mta/museum,2,2,2,1,2,3,5,nyc,d
Pastis,NL,"This restaurant is best for late night snacking and celebrity spotting. It's a great place to duck into to grab some pomme frittes, mussels, or a steak sandwich before heading back out for another round of play.",http://www.newyorkmetro.com/pages/details/2167.htm,2,1,2,2,2,2,4,nyc,n
Radio City Music Hall,H,Radio City Music Hall is an entertainment venue located in Rockefeller Center in New York City. Its nickname is the Showplace of the Nation.,radiocity.com,2,1,2,3,3,3,5,nyc,n
Rhone,NL,"A great spot for a glass of wine. Fairly modern and loud, but still usually a good time.",http://newyork.citysearch.com/profile/11351679/new_york_ny/rhone.html,2,1,2,2,1,2,3,nyc,n
Ripley's Believe it or Not! Times Square,PA,Visit the Ripley's Believe it or Not! Odditorium in New York City and discover the unusual & the bizarre. We offer our world famous museum with many great exhibits.,ripleysnewyork.com,2,3,2,2,1,3,4,nyc,d
Riverbank State Park,N,"Riverbank is the only park of its kind in the Western Hemisphere. Inspired by urban rooftop designs in Japan, this 28-acre multi-level landscaped recreational facility is a state-of-the-art park facility. ",http://nysparks.state.ny.us/,2,3,2,1,1,2,4,nyc,d
Rockefeller Center,PA,"Located in the center of Midtown Manhattan, the Rockefeller Center is a complex of 19 commercial buildings and is one of New York City's top tourist spots.",rockefellercenter.com,2,3,2,1,2,3,5,nyc,d
Schiller's Liquour Bar,NL,Trendy self-described low-life bar and restaurant that is part of the Lower East Side revival.,http://schillersny.com/home.html,2,2,2,2,1,2,4,nyc,n
SoHo,PA,A popular shopping district in Manhattan.,,2,3,3,2,1,3,5,nyc,d
Spice Market,NL,"Since this place opened in 2004, it has been constantly packed. The space is large, yet romatic with pagodas, low golden lighting and a dramatic staircase carved into the center of the room.",http://www.newyorkmetro.com/nymetro/food/reviews/restaurant/n_10167/,1,2,2,2,2,2,4,nyc,n
St. Patrick's Cathedral,H,This circa-1879 Catholic cathedral opposite Rockefellar Center is a place of calm in the frantic city.,saintpatrickscathedral.org,2,2,2,2,2,2,5,nyc,d
Statue of Liberty,PA,A historic gift given to the United States by the France to be used a symbol of freedom and democracy. Stands shining in New York City harbor,http://www.nps.gov/stli/index.htm,3,3,3,2,1,3,5,nyc,d
Swedish Cottage Marionette Theatre,PA,A performing arts theater located in the heart of Central Park,cityparksfoundation.org,2,2,2,2,2,2,4,nyc,n
The Guggenheim,A,The Guggenheim is a well-known art museum located on the Upper East Side of Manhattan,guggenheim.org,4,2,3,2,2,3,4,nyc,d
The Lion King at the Minskoff Theatre,PA,A fantastic experience to see the performance live with amazing masks / costumes,http://www.tripadvisor.com/Attraction_Review-g60763-d789161-Reviews-The_Lion_King_at_the_Minskoff_Theatre-New_York_City_New_York.html,3,2,2,3,1,3,5,nyc,n
The Mean Fiddler NYC,NL,A very popular Irish theme sports bar with at least 12 large screens showing different games.,http://www.themeanfiddlernyc.com/,2,2,2,2,2,1,3,nyc,n
The Metropolitan Opera,A,"The Metropolitan Opera is a vibrant home for the most creative and talented artists, including singers, conductors, composers, orchestra musicians, stage directors, designers",metoperafamily.org,2,2,2,2,2,3,5,nyc,d
The Studio Museum in Harlem,A,"The Studio Museum in Harlem is the nexus for artists of African descent locally, nationally and internationally and for work that has been inspired and influenced by black culture.",studiomuseum.org,2,2,2,2,2,3,5,nyc,d
Times Square,PA,"Times Square, perhaps the most famous spot in New York City.",timessquarenyc.org,2,3,3,1,1,3,5,nyc,n
Trinity Church,H,"Trinity Church at 79 Broadway, Lower Manhattan, is a historic, active parish church in the Episcopal Diocese of New York.",trinitychurchwallstreet.org,2,3,2,1,2,3,5,nyc,d
Wicked,PA,A famous broadway show.,http://www.wickedthemusical.com/,3,3,2,2,2,3,5,nyc,d
Yankee Stadium,PA,Home of the New York Yankees,http://newyork.yankees.mlb.com/nyy/ballpark/index.jsp,2,3,3,2,1,3,5,nyc,d
Riverside Park,N,A park which gives you a great view of the New Jersey skyline along the Hudson river,riversideparkfund.org,2,3,3,1,3,2,4,nyc,d
Morningside Park,N,A park which is very pretty and great for the family but should be avoided early in the morning and late at night,morningsidepark.org,2,3,2,1,3,2,3,nyc,d
Carl Schurz Park,N,A quieter option to the busy Central park and the promenade overlooking the water is very nice to sit and relax.,,2,3,2,1,2,2,5,nyc,d
Hudson River Park,N,"A beautiful place for kids and grownups, which has movie screenings on summer nights. Great place for a picnic due to its water view.",,2,3,2,1,2,2,5,nyc,d
Central Park Conservatory Garden,PA,A botanical garden along the edge of Central Park,,2,3,2,1,1,2,3,nyc,d
General Grant National Memorial,N,The largest tomb in North America.,nps.gov,2,3,2,1,2,2,4,nyc,d
Madison Square Park,N,An amazing park in the heart of NYC that provides a great view of the Empire State Building.,madisonsquarepark.org,2,3,2,1,1,2,5,nyc,d
Washington Square Park,N,"Street performers frequent this park, and it is a beautiful place to just sit and relax and look at all the architecture around it. Features a triumphal arch.",nycgovparks.org,2,3,2,1,2,3,4,nyc,n
Zucotti Park,N,The location of the Occupy Wall Street Movement.,,2,3,1,1,3,3,4,nyc,d
Greenacre Park,N,A clean quiet peaceful park which makes you feel like you are in a nature wilderness while still being in the middle of the city.,,2,3,1,1,3,3,4,nyc,d
Columbus Circle,PA,"Located at a major intersection between Broadway and Central Park South, this is an ideal stop to take a break.",,2,1,1,1,3,3,4,nyc,d
Fort Tyron Park,PA,This park is located right along the Hudson river and offers great views of the New Jersey skyline,forttryonparktrust.org,2,3,1,1,2,2,3,nyc,d
Duane Park,N,"Duane Park is a Tribeca Restaurant where you will always be guaranteed a delicious meal and a fabulous show. Real classic Burlesque and Live Jazz on Thursdays, Fridays, and Saturdays.",duaneparknyc.com,2,3,1,3,2,2,4,nyc,n
Agora Gallery,A,"Contemporary fine art gallery located at the center of the Chelsea art galleries district. Expert art dealers offer a wide variety of original paintings, sculptures and fine art photography.",agora-gallery.com,2,1,2,2,1,2,3,nyc,d
Gagosian Gallery,A,"An art gallery which features Damien hirst, Richard Serra, Pablo Picasso, jeff Koons and Richard Prince.",gagosian.com,2,1,2,2,1,2,4,nyc,d
Gladstone Gallery,A,"Barbara Gladstone's hangar-like 24th St. exhibition space, designed by Selldorf Architects, has helped to make grand spectacles of films by Matthew Barney and Shirin Neshat; sculptures by Anish Kapoor, best known for his reflective Cloud Gate in Chicago; and arrestingly explicit cartoons of Carroll Dunham",gladstonegallery.com,2,1,2,2,1,2,3,nyc,d
Marlborough,A,"Features contemporary art from artists like Fernando Botero, Magdalena Abakanowicz and Jacques Lipchitz",marlboroughgallery.com,2,1,2,2,1,2,3,nyc,d
James Cohan Gallery,A,"James and Jane Cohan exhibit the videos of Bill Viola, the films of Wim Wenders, the intricate and trippy sculptural paintings and photo collages of Fred Tomaselli, and stone floor sculptures of Richard Long, among other works in various media",jamescohan.com,2,1,2,2,1,2,4,nyc,d
Winkleman Gallery,A,"An art gallery which features Leslie Thorton, Janet Biggs, Jennifer Dalton and other paintings which are oil on canvas",winkleman.com,2,1,2,2,1,2,4,nyc,d
Museum of Modern Art,A,The best modern art anywhere is housed in a large Midtown building that offers an extensive display of the museum's holdings,moma.org,3,2,3,2,1,3,5,nyc,d
Lehmann Maupin Gallery,A,"David Maupin and Rachel Lehmann's Rem Koolhaas-designed gallery tends to favor edgy, sexy work by provocateurs (Kara Walker, Gilbert & George, and Tracy Emin whose first New York solo show premiered here), including a handful of punk and indie rocker-artists (Billy Childish, Kim Gordon)",lehmannmaupin.com,2,1,2,2,1,2,3,nyc,d
Matthew Marks Gallery,A,"A pioneer in Chelsea, Matthew Marks is now one of the neighborhood's biggest galleries, showing blue-chip artists such as Ellsworth Kelly and Brice Marden.",matthewmarks.com,2,1,2,2,1,2,4,nyc,d
Jewish Museum,H,You don't have to be Jewish to love this twosome's wonderful array of Judaica.,thejewishmuseum.org,2,2,2,2,2,3,5,nyc,d
Cooper-Hewitt National Design Museum,H,"Currently closed for renovation, Cooper-Hewitt, National Design Museum, is the only museum in the nation devoted exclusively to historic and contemporary design. Scheduled to reopen in 2014.",cooperhewitt.org,2,2,3,2,2,3,4,nyc,d
The Whitney Museum of American Art,H,"Specializing in American art of the 20th and 21st centuries, this East Side museum manages the neat trick of being  intimate and world-class at the same time  given its perfect size and distinctive permanent collection",whitney.org,2,2,3,2,2,3,5,nyc,d
Museum of Sex,PA,"Both an art gallery and history museum, the Museum of Sex honors the History, Evolution and Cultural Significance of Human Sexuality.",museumofsex.com,2,3,3,2,1,3,5,nyc,d
New Museum,A,"For something refreshingly different from the typical, this innovative LES museum lobby nook stocks –specialty art and design books centered on the contempo scene",newmuseum.org,2,2,2,3,2,3,5,nyc,d
Tenement Museum,A,"For a fascinating history of early immigrants, explore this 1863 preserved tenement.",tenement.org,2,2,2,2,2,3,5,nyc,d
Rubin Museum of Art,A,"This subtle, lovely, and fascinating museum is in, of all places, the space once occupied by the Women's Department of Barneys. It is about as far from retail as you could imagine. ",rmanyc.org,3,2,2,2,2,3,4,nyc,d
Osborn Library,H,A store for the little scientist or the young at heart.,amnh.org,2,2,2,2,3,3,5,nyc,d
The Skyscraper Museum,PA,"Located in New York City, the world's first and foremost vertical metropolis, The Skyscraper Museum celebrates the City's rich architectural heritage & historical forces that have shaped its skyline.",skyscraper.org,2,2,2,2,1,2,3,nyc,d
New-York Historical Society Museum and Library,PA,"A trip to New York is not complete without a visit to the New-York Historical Society, where 400 years of history, artifacts and art tell the story of America through the eyes of New York.",nyhistory.org,2,2,2,2,2,3,4,nyc,d
New York City Fire Museum,H,"The NYC Fire Museum displays illustrate the evolution of firefighting. Features antique fire trucks, firefighting tools and permanent 9-11 memorial room.",nycfiremuseum.org,2,2,2,2,2,3,4,nyc,d
The George Gustav Heye Center,H,"A branch of the Smithsonian, this smaller museum opposite Battery Park features ",nmai.si.edu,2,1,2,1,2,3,4,nyc,d
Museum of Jewish Heritage,H,"Museum exhibitions explore Jewish life in the 20th and 21st centuries before, during, and after the Holocaust. Acclaimed talks, films, and performances highlight the richness of Jewish culture.",mjhnyc.org,2,1,3,2,2,3,4,nyc,d
National Jazz Museum in Harlem,H,"A dynamic home for jazz and people who either love it, are curious about it, or don't know that they are yet! Free classes, exhibits, lectures, plus a chance to meet and mix with similarly minded folk",jmih.org,2,1,2,2,2,3,4,nyc,d
Hispanic Society of America,H,A library and museum featuring works by Anna Hyatt Huntington and Archer Milton Huntington.,hispanicsociety.org,2,1,2,2,2,2,3,nyc,d
New York City Police Museum,H,"A museum tracing the history of the NYPD and showcasing its unique role in city life past and present; it offers exhibitions, educational programs and extensive activities for children, and serves as a memorial for officers who lost their lives in the line of duty, ",nycpm.org,2,2,2,2,2,3,4,nyc,d
Asia Society,H,This serious East Side museum focuses on all things Asian and features art objects one wouldn;t ordinarily see. Exhibitions have showcased everything from Japanese screens of the Edo period to contemporary video works.,asiasociety.org,2,2,2,2,2,3,5,nyc,d
Ukrainian Museum,H,A museum which features Ukranian folk art as well as their wood carved cultural heritage.,ukrainianmuseum.org,2,2,2,2,2,2,4,nyc,d
National Academy Museum and School,H,"The National Academy Museum in NYC is dedicated to creating and preserving a living history of American Art. The museum houses a collection of over 7,000 works from the 19th, 20th, and 21st centuries.",nationalacademy.org,2,2,2,2,2,3,4,nyc,d
Museum of American Finance,H,"This Smithsonian-affiliated Wall Street museum explores the past, present and future of the country's financial life with an eye toward education while also celebrating America's economic history.",moaf.org,2,2,2,2,2,2,4,nyc,d
Rose Center for Earth and Space,H,The Rose Center uses state of the art technology to reveal the wonders of the Universe through a series of simulations and interactive displays.,amnh.org,3,2,2,2,2,3,5,nyc,d
Fraunces Tavern Museum,H,"George Washington bid farewell to his officers at this refurbished  tavern; today, it's a museum detailing 18th-century history with a restaurant/bar below.",frauncestavernmuseum.org,2,2,2,3,2,2,3,nyc,d
Discovery Times Square,H,"Discovery Times Square is the destination for discovery through unique and immersive exhibits in New York. Here, events epic and rare come to life.",discoverytsx.com,2,3,2,2,2,3,4,nyc,d
Madame Tussauds New York,PA,"Visitors wax eloquent about the amazingly lifelike waxen renditions of their favorite celebs, some 200 of them.",madametussauds.com,3,3,3,2,1,3,5,nyc,d
Museum of Comic and Cartoon Art,H,A museum featuring the history of comic and cartoon art with works by artists such as Todd Mcfarlane.,moccany.org,2,3,3,2,1,2,4,nyc,d
War Horse,H,A great theatrical performance which features puppetry and a creative storyline,lct.org,3,2,2,3,2,2,4,nyc,n
The Cloisters,H,"Branch of the Metropolitan Museum of Art that was constructed out of sections of French medieval monasteries, offers an extensive collection of statues, paintings, stained glass windows and tapestries.",metmuseum.org,2,2,2,2,2,3,4,nyc,d
Anything Goes,PA,All aboard for the saucy and splendid new production of one of the greatest musicals in Broadway history.,roundabouttheatre.org,3,2,2,3,2,3,4,nyc,n
Classic Harbor Line,PA,"Dedicated to helping locals and visitors alike enjoy the unique wonders of New York City, Classic Harbor Line hopes for the privilege of escorting you on a relaxing, inspiring and breathtaking cruise through the waters we proudly call home.",sail-nyc.com,3,3,2,2,2,2,4,nyc,n
Staten Island Ferry,PA,A ferry which can be used for sightseeing but also provides free access to Staten Island from the southern tip of Manhattan,http://www.nyc.gov/html/dot/html/ferrybus/statfery.shtml,2,3,1,1,2,3,4,nyc,d
New York City Ballet,A,"New York City Ballet is one of the foremost dance companies in the world, with a roster of spectacular dancers and an unparalleled repertory. ",http://www.nycballet.com/,3,2,2,3,3,3,5,nyc,n
Ellis Island Immigration Museum,H,A museum which strives to imitate what the journey through immigration on Ellis Island would be like.,http://www.tripadvisor.com/Attraction_Review-g60763-d1597190-Reviews-Ellis_Island_Immigration_Museum-New_York_City_New_York.html,2,2,2,2,2,3,5,nyc,d
Museum at Eldridge Street,H,"Represents the culture, history, and traditions of Jewish immigrants on the Lower East Side drawing parallels",http://www.tripadvisor.com/Travel-g60763-d265495/New-York-City:New-York:Museum.At.Eldridge.Street.html,2,2,2,2,2,3,4,nyc,d
Imperial Theatre,A,"The Shuberts conceived of the Imperial Theatre, their fiftieth New York venue, as a home to musical theatre hits, and their dream has been realized many times over. ",http://www.shubertorganization.com/theatres/imperial.asp,3,2,2,3,2,3,4,nyc,d
